i,j,v
251596,627306,2
383467,665480,15
385623,433493,50
758029,294868,86
274563,390604,50
390336,462989,25
434019,379167,100
275757,279217,100
464822,480589,85
447318,456735,11
379081,290139,120
457657,503344,50
481746,483837,27
419722,330802,10
275757,322682,100
419722,403398,10
293382,292558,100
211067,365934,2
354795,333414,56
419722,323063,10
426924,461560,31
406088,18471,30
500826,440283,20
498370,427550,31
354795,379089,25
281676,333524,34
381009,460082,22
325796,430312,5
419722,401491,15
18710,14554,47
316872,360982,20
423214,378258,44
513267,4282,14
381401,289935,96
19266,232687,33
325796,315267,5
434406,367534,30
528914,509733,10
18710,18745,48
383050,513228,103
440766,434903,35
424493,315785,56
419660,537607,130
523720,201299,90
415368,420229,200
429054,381401,95
12400,444667,20
7910,308284,9
423214,705662,720
14191,528914,10
395500,403020,50
315676,423378,16
485585,420229,20
518694,436207,16
390925,328295,40
431050,714609,40
420229,485585,25
440766,397671,20
450865,423873,120
525578,354795,50
420229,415368,210
426178,406088,75
516330,435660,23
512173,525386,22
445359,360262,40
518694,497249,17
354795,271931,25
497257,403619,9
502972,434406,78
336226,459307,45
469557,527568,41
427631,501845,50
244273,244059,40
386459,400377,111
436234,430120,100
508787,503798,183
306577,534410,25
512175,498555,12
423214,415368,206
573332,498555,50
490760,420493,70
434406,426924,30
7978,469089,25
244273,21473,50
437076,502972,181
405228,415089,150
502972,434406,68
386723,322662,150
380455,565125,3
7978,369619,25
467077,290139,80
263800,354795,25
379089,407655,20
509960,461425,46
324916,696843,610
214867,444929,2
407221,328854,500
504945,516330,23
511838,613652,500
1068,5260,33
445127,333932,69
528794,354393,99
512323,435844,30
350698,398480,46
498555,512175,12
502639,247143,100
590111,283115,202
502524,456735,11
445127,354795,10
580274,389066,27
433493,420229,51
300833,606889,87
653407,562555,265
590111,386476,101
505747,323021,17
14963,19105,100
432992,292426,249
483562,431433,20
512133,429796,41
193238,191806,33
435660,520276,320
367537,211067,10
478670,465748,50
410435,449851,15
519769,412625,10
590111,354815,300
434402,16565,101
362092,439083,79
253654,253870,201
396125,518780,276
519769,381440,10
432062,407021,7
331026,359338,44
378689,773357,40
550437,514477,86
467793,424365,25
429119,383031,50
256931,17940,150
430484,482024,10
252428,255046,32
462982,289659,155
396484,710721,10
14461,424732,468
322662,386723,150
292506,9528,100
312016,403398,100
482984,412805,21
345046,498395,350
331026,19252,50
196250,19266,60
333414,368989,30
416580,15268,40
7910,266782,51
495803,312016,10
502524,508049,100
512446,463031,50
699129,375140,10
3652,354795,25
525386,627532,23
374927,228985,35
463031,512446,50
290533,488302,85
429119,509714,50
251588,315947,120
7464,2211,100
362242,368976,150
331026,497738,22
377025,440215,101
372614,370704,71
201117,1110,100
403619,460229,69
251596,403619,10
483562,335897,50
585995,17940,100
300833,434650,70
289194,304032,167
402010,308625,30
420493,467312,100
498370,502819,45
399143,293702,154
406088,351662,41
554228,24005,30
618624,412625,20
526510,236773,4
420554,650532,69
460229,403619,69
304032,289194,168
405764,478670,40
406674,251596,20
482872,482024,11
434093,497738,55
525467,538401,109
526510,599948,4
335264,489165,50
295349,415089,73
510796,535238,10
590111,367537,11
196250,354795,100
362242,361295,100
244273,252428,45
435510,325781,201
385627,217780,25
425680,423678,77
378541,218867,100
17360,270228,10
281289,338870,200
392370,436531,20
528914,511972,10
310292,528182,20
229335,409989,107
19057,228126,400
429119,436119,50
710166,750698,5
644823,705662,3
618624,381440,10
3263,263800,25
474644,7910,10
482984,428352,14
276001,381009,1000
512173,405220,40
513672,748886,85
508489,421106,15
454428,360262,10
590111,372581,60
467312,420493,80
277313,497738,280
388515,323555,140
300833,508340,135
460229,403020,30
359338,324096,51
454428,482024,5
463223,553423,20
509400,229335,101
323555,388515,140
7941,350587,8881
768884,704446,160
345427,385878,15
350587,7941,6504
15485,253654,185
16617,338870,900
307834,11124,100
454428,349599,5
513672,290533,35
267841,436207,27
3652,403020,10
420493,467312,80
482024,430484,10
377111,385469,33
289659,462982,160
476853,244798,239
360262,454428,30
500247,422951,172
402746,401271,11
428687,385878,22
478492,364953,20
368181,386770,50
362242,508862,63
500205,517199,10
427538,617496,55
512371,431541,30
234363,401785,50
309715,315267,30
526510,632282,6
368181,187727,100
454428,15117,5
395096,218142,11
482024,482872,11
453667,316278,30
347969,382857,18
371106,406879,20
347969,360600,22
449014,192373,3
620844,430244,20
435353,392746,35
694245,612004,100
453804,429539,69
590111,507309,1000
512173,433628,27
430244,620844,22
443610,478465,246
436199,211693,200
415104,15225,28
411625,475679,59
392370,402010,30
433628,440283,27
438284,440555,50
472435,376007,70
333821,469362,500
325293,16610,200
452432,407020,44
347969,335383,26
438284,500457,30
590111,334811,125
434181,434266,138
401491,8447,50
315697,408746,50
449654,326040,15
353632,426504,243
404871,445864,505
482024,452094,20
478670,532075,28
421198,454428,11
402746,526618,11
322512,339600,702
435353,483837,30
368181,424459,100
315947,309263,130
427686,417204,50
407020,452432,45
404871,245579,202
345540,371106,19
224732,332133,2658
261625,342717,149
288577,343056,260
459861,509077,100
485063,494099,87
419190,418459,172
317332,525463,14
270684,262691,111
288391,507219,17
342826,396338,60
407847,452775,21
330802,472352,15
325293,409332,50
473065,597938,30
290533,513672,35
473065,542351,4
410941,290744,145
367639,381665,50
407020,421106,100
378362,429878,100
335383,364420,25
432217,288577,200
368181,384087,30
508261,359298,100
383467,393842,25
395096,368013,11
315941,434019,200
270684,439799,42
418459,419190,174
367639,347050,50
605241,662133,45
498555,351217,23
473065,452094,4
380455,459385,3
270684,367639,111
605241,662411,26
383467,419754,20
428687,379809,20
506512,16605,189
501513,343056,91
523720,10066,2
605241,617530,15
389824,390448,93
395096,302556,11
283115,343971,200
435978,453435,11
501041,516169,25
496614,509654,10
357823,308527,112
417451,439169,57
414259,236581,50
374952,209586,20
245532,434908,147
453667,378362,30
289295,492737,55
283144,370263,20
378689,513290,35
300833,508353,310
404871,378176,5
503004,372669,10
523720,493739,2
373934,336253,30
454238,503238,207
395096,242661,11
269856,278690,50
407020,505876,100
411769,270684,50
406913,16610,201
509077,508943,100
9138,265298,950
512173,500725,10
489498,253540,100
543825,279221,60
513483,513512,86
404871,243818,5
298789,378541,100
9138,428250,55
503004,307834,10
378689,431653,34
337974,508788,174
368181,385716,30
419452,605841,4
507219,506512,501
503891,652794,9
503004,376224,10
277381,317332,86
308587,308527,40
439627,296978,70
245237,14532,100
511996,426819,100
372745,372840,10
417757,308337,5
400074,485585,27
454428,421198,12
572465,432891,112
409436,507219,500
265323,384650,20
454428,308426,5
449851,384428,36
385623,411761,65
265323,514941,20
195792,218369,50
265323,506958,20
445415,435660,860
372962,3305,200
195792,439799,50
378362,439299,115
210201,522950,33
486459,351662,20
377111,459278,33
516729,516733,87
10982,405070,100
397815,477126,10
422299,309639,30
195792,386723,50
411761,385623,70
503907,626256,50
368989,270228,30
439627,381440,62
439597,377025,101
10982,8152,100
311254,275635,28
253746,385469,25
426928,452111,80
503004,15772,10
342554,357823,100
13366,206,50
613382,427538,36
378422,445359,40
397629,326271,10
195792,236581,50
357078,385303,14
503004,249958,10
262469,447411,138
311254,251596,28
514669,514977,85
293560,399240,101
315267,354795,19
311254,597938,28
455048,393582,20
195792,242661,50
426373,519769,47
472977,484893,11
293734,261965,100
516165,389529,15
195792,211693,100
376224,332316,40
434402,452393,71
357078,15949,11
511606,428341,169
443478,482024,100
399240,293560,102
385627,597941,100
263800,3263,25
270684,445127,77
326034,221310,3093
516165,331612,17
376224,419852,40
292310,395131,125
18710,19496,35
195792,247143,100
376224,315267,10
411761,433493,30
293734,299216,80
514977,515065,84
406913,444513,201
278690,269856,50
322511,16601,52
501041,500861,92
195792,250874,100
439699,421572,20
613426,662316,43
411769,308827,40
299853,269405,69
232187,289295,10
360262,445127,40
433493,411761,30
411769,369922,30
397629,234327,10
613426,662411,32
213263,11124,69
376989,453170,71
295446,376209,25
232187,482872,10
613426,613382,11
427905,22761,45
419388,307834,20
515172,515180,85
508489,507219,101
376989,428265,69
232187,349331,10
392562,323021,26
372745,384087,10
357078,305985,12
518129,420493,5
375775,508967,7
427905,385038,35
439699,427550,25
368345,499796,77
514721,514763,84
300833,503775,60
508756,360245,20
473065,279037,50
515180,513562,84
228126,354393,101
511146,245902,11
489915,426799,32
530565,419190,10
351598,390336,42
427905,428687,20
294238,386154,36
22761,348944,50
232187,254022,11
440352,355351,22
516743,516745,87
423460,347364,166
17076,490963,5
410435,261177,20
440555,501041,20
213263,198164,100
505633,350037,245
425675,504991,85
474644,245124,10
232187,411761,11
418296,500789,305
285462,561679,50
399240,452111,99
408838,445864,200
354795,196250,101
418296,448920,205
573332,445796,201
17360,426316,50
323501,211693,30
443310,9270,10
294209,322512,303
418296,406815,305
544462,370108,20
245124,333414,44
454428,449654,10
429539,453804,75
516745,518285,87
544462,435204,20
617306,613426,37
516618,537145,10
293734,9583,20
405451,429878,121
363326,388262,10
705135,581018,86
385627,449264,20
475583,475478,20
231354,426509,2987
310145,473065,15
399339,14720,48
245124,318908,111
581018,705135,86
436463,499405,108
475583,232788,15
617306,427487,17
349816,315267,17
17076,18710,32
295446,394895,100
429878,508645,121
502639,245124,50
253746,385469,50
499906,432952,44
445127,332316,40
516152,516138,18
398438,395215,51
405941,635780,100
515100,515111,86
289295,403507,15
270684,487681,135
418296,516028,110
405472,502028,310
429878,381809,48
445234,432217,49
518593,6196,200
473065,310145,15
440524,500000,25
518694,472896,10
322512,429262,304
500789,416064,150
265323,384650,20
518285,518302,87
278653,413352,50
290744,388914,172
14586,480752,55
418383,418671,401
368056,236581,20
459385,468256,10
424882,308564,62
469245,439083,136
335897,230147,100
315491,439550,86
332316,360623,33
472896,518694,11
440555,400074,76
209321,375727,1
503907,449882,50
400074,440555,75
445796,288579,300
427750,518694,10
255046,252469,40
516028,385627,20
426698,396236,101
597941,385627,100
372913,424407,20
617378,427538,36
436463,438532,117
14366,501397,150
500725,525386,11
340819,417769,136
252469,228149,38
617378,617265,38
509267,380293,86
475583,475643,15
400074,318908,10
335897,306237,200
514203,621418,50
229878,276001,1000
316278,429878,57
426928,264540,90
516152,536092,15
419748,502524,51
518780,470013,49
514203,508890,20
499906,490963,50
438822,707086,20
516152,293355,17
317501,323070,40
474036,5431,101
252469,21473,37
229878,386065,190
435144,288578,16
20005,306610,25
209321,441956,10
281290,315676,100
399370,295349,100
435125,452111,101
395500,354795,50
674464,518694,10
20005,349331,50
267763,16610,83
462351,423036,50
209321,248817,10
642018,420974,50
210201,346255,200
674464,248563,10
419748,426698,30
319616,429137,21
621418,514136,50
278653,465861,100
544047,234796,25
503907,431315,50
259023,501087,962
518953,483824,87
340819,306416,200
442331,486468,30
392734,502406,81
278653,481945,50
419722,306610,15
264434,352822,25
617496,617353,43
237020,263574,20
531342,526995,28
368181,295462,100
526510,531652,7
328883,310953,5
14044,420925,44
389234,359338,51
642018,515688,36
278653,450308,50
674464,359298,10
3652,283144,50
278653,201299,100
376989,513087,79
508045,425967,116
515008,515123,84
705662,444929,90
210201,336567,54
396484,398825,50
342878,497738,60
419722,489165,15
283144,281290,500
309242,14447,100
278653,4840,400
270228,392562,25
515428,515496,85
319616,325157,16
597938,328883,10
375140,332316,25
328883,551112,5
617530,663097,43
15792,11778,25
317501,417451,25
490769,316982,20
405560,502028,201
392734,436566,83
413900,785063,5
343056,288577,262
278653,11778,250
407323,744831,5
14988,431336,169
407323,744831,5
317501,445359,40
399580,9789,5
264540,426928,91
10095,428352,200
520989,211693,1
210201,402010,88
293005,461560,80
349599,454428,15
520989,431930,1
444033,349331,6
520989,508302,1
298896,279097,100
419722,247018,15
401491,378422,50
472949,229878,1000
407323,744831,5
349599,365209,7
317501,422299,25
484598,475888,522
293005,525262,80
406913,407886,15
335897,488529,100
390613,475253,56
426928,343056,75
505587,446430,190
14579,19268,20
298896,192373,100
278653,398825,100
12400,362405,60
407323,744831,5
332316,323070,50
392734,435125,228
356857,385323,20
674464,288578,8
600113,434908,107
326492,511753,200
435125,392734,230
518694,376989,31
317501,431336,25
435513,407021,400
511298,419516,30
407323,744831,5
446775,408746,20
14988,289295,222
17771,268597,101
279477,279037,50
529469,316492,50
585995,191503,60
500124,427595,200
674464,459278,8
455119,418296,20
489276,509960,30
500124,417133,295
407323,744831,5
455478,529704,10
407323,744831,5
12400,403398,20
407323,744831,5
407323,744831,5
3652,309242,50
435513,508575,500
407323,744831,5
438756,382304,86
309639,317501,25
11158,453879,400
455478,321839,10
423985,382857,20
432631,401705,414
503614,448314,10
500124,444929,200
368181,373923,30
400075,329170,39
435513,445864,301
472680,393597,25
7061,16169,1473
381093,504023,25
415748,381009,201
508788,337974,174
333524,597938,22
401705,432631,450
403160,489276,31
501102,280736,20
325751,675407,20
11158,408746,300
472330,459213,15
290963,315941,217
284836,239292,88
513691,290533,108
692587,694861,50
372745,372685,10
379167,295427,101
307913,440080,6
516028,403619,5
210201,440352,122
534280,268833,35
368345,494705,77
441632,435160,100
435978,403398,11
317501,401818,25
398414,411769,20
324790,326492,14
431372,514110,140
456376,361385,87
490427,400821,10
14191,14988,300
420374,283144,10
744831,407323,5
516836,543988,86
518242,415104,15
489276,500725,10
354795,200530,25
425933,401099,200
310292,443589,30
361295,362242,100
419722,422910,15
199347,333524,10
652794,376576,10
247018,413900,50
252428,252469,32
287806,307913,50
434553,427550,8
435978,13796,7
506729,401705,862
499385,434402,130
405228,405220,118
366017,354417,74
397262,447318,50
199347,188229,10
456585,535238,2
518242,438851,15
290744,410941,148
352094,484944,118
499275,447746,64
459278,377111,10
2904,4282,2500
456309,383106,60
14720,407719,100
359814,239828,198
652794,434553,10
252428,244273,50
298018,445234,49
485447,455965,50
193928,501095,200
426799,426928,37
381369,453804,305
290963,379167,310
326390,351598,100
482044,373379,50
489324,746427,25
287806,542585,5
457716,305843,11
513633,513647,84
518242,416967,15
268977,351598,1001
407524,448613,375
212556,239395,1000
476029,261179,41
633693,299135,39
424829,440215,102
458655,13505,20
459385,12626,10
459278,556868,5
420374,302556,10
16655,489276,50
289659,419748,60
426405,422952,100
526285,426928,85
317501,418352,25
376468,290963,50
507805,509166,70
407323,744831,5
355110,230147,13
236210,251596,180
